MonthS,DOWS,start_station_id,start_station_id
1,0,3771.06,63
1,0,3776.05,21
1,0,3779.02,15
1,0,3803.05,66
1,0,3803.09,172
1,0,3811.05,16
1,0,3834.1,137
1,0,3842.08,85
1,0,3847.04,32
1,0,3850.03,51
1,0,3856.03,12
1,0,3865.05,141
1,0,3874.01,73
1,0,3879.04,71
1,0,3882.01,48
1,0,3887.03,31
1,0,3905.15,173
1,0,3914.02,59
1,0,3919.07,167
1,0,3922.02,53
1,0,3928.08,87
1,0,3931.09,11
1,0,3940.04,38
1,0,3946.07,78
1,0,3955.05,58
1,0,3960.01,68
1,0,3972.08,13
1,0,3978.13,138
1,0,3981.1,17
1,0,3987.06,129
1,0,3993.03,88
1,0,3996.01,64
1,0,4001.09,120
1,0,4010.01,158
1,0,4010.13,160
1,0,4010.15,81
1,0,4013.08,10
1,0,4019.06,127
1,0,4028.03,68
1,0,4028.04,113
1,0,4033.06,40
1,0,4042.08,109
1,0,4045.01,32
1,0,4051.01,247
1,0,4054.02,10
1,0,4060.09,75
1,0,4066.15,134
1,0,4074.03,153
1,0,4077.04,89
1,0,4077.07,94
1,0,4086.05,25
1,0,4086.06,20
1,0,4095.03,65
1,0,4095.1,38
1,0,4101.17,76
1,0,4107.05,103
1,0,4107.13,142
1,0,4110.1,53
1,0,4116.08,90
1,0,4119.04,64
1,0,4124.04,54
1,0,4125.07,235
1,0,4128.08,5
1,0,4134.06,44
1,0,4137.1,22
1,0,4137.14,24
1,0,4143.03,76
1,0,4143.04,55
1,0,4148.07,40
1,0,4151.01,92
1,0,4157.1,153
1,0,4157.15,106
1,0,4161.01,19
1,0,4166.08,118
1,0,4169.04,31
1,0,4175.14,95
1,0,4175.15,106
1,0,4184.07,36
1,0,4190.06,111
1,0,4193.14,63
1,0,4199.12,86
1,0,4202.04,19
1,0,4203.04,5
1,0,4205.06,82
1,0,4208.01,75
1,0,4214.03,149
1,0,4217.02,110
1,0,4222.02,116
1,0,4225.14,175
1,0,4228.02,45
1,0,4231.04,95
1,0,4237.01,37
1,0,4237.02,45
1,0,4243.01,32
1,0,4244.06,12
1,0,4249.1,107
1,0,4255.05,68
1,0,4258.07,51
1,0,4263.12,99
1,0,4266.03,124
1,0,4278.03,49
1,0,4281.08,82
1,0,4285.09,35
1,0,4290.08,68
1,0,4298.05,57
1,0,4307.13,72
1,0,4317.05,4
1,0,4319.07,70
1,0,4322.06,81
1,0,4327.09,31
1,0,4330.09,13
1,0,4336.01,64
1,0,4339.01,75
1,0,4345.11,161
1,0,4348.07,82
1,0,4354.05,98
1,0,4354.07,175
1,0,4357.01,16
1,0,4362.04,76
1,0,4366.01,25
1,0,4368.05,152
1,0,4371.01,124
1,0,4374.01,1
1,0,4377.04,74
1,0,4380.08,142
1,0,4386.05,90
1,0,4392.04,62
1,0,4395.07,327
1,0,4399.03,5
1,0,4404.1,97
1,0,4413.08,74
1,0,4419.03,80
1,0,4422.04,58
1,0,4422.05,54
1,0,4425.02,77
1,0,4428.02,95
1,0,4432.1,10
1,0,4434.06,98
1,0,4437.01,121
1,0,4437.09,90
1,0,4440.02,2
1,0,4441.06,34
1,0,4446.01,138
1,0,4446.05,86
1,0,4452.01,89
1,0,4452.03,95
1,0,4455.1,103
1,0,4455.11,113
1,0,4461.01,127
1,0,4461.04,152
1,0,4470.09,199
1,0,4474.01,11
1,0,4476.03,51
1,0,4479.06,6
1,0,4479.08,223
1,0,4483.1,52
1,0,4488.08,151
1,0,4488.09,176
1,0,4494.04,121
1,0,4497.09,36
1,0,4507.07,15
1,0,4510.04,92
1,0,4513.06,137
1,0,4513.09,72
1,0,4517.03,22
1,0,4519.02,81
1,0,4519.04,50
1,0,4522.07,102
1,0,4526.01,62
1,0,4528.01,85
1,0,4531.05,173
1,0,4546.04,91
1,0,4546.05,71
1,0,4550.05,10
1,0,4553.04,87
1,0,4560.01,32
1,0,4565.04,169
1,0,4568.01,26
1,0,4582.05,16
1,0,4587.02,40
1,0,4590.01,8
1,0,4591.04,24
1,0,4596.05,166
1,0,4596.09,171
1,0,4600.09,36
1,0,4605.04,206
1,0,4608.01,71
1,0,4611.03,186
1,0,4614.04,94
1,0,4617.01,69
1,0,4620.02,154
1,0,4623.02,28
1,0,4628.05,144
1,0,4628.07,67
1,0,4632.1,48
1,0,4634.02,63
1,0,4637.06,247
1,0,4640.01,38
1,0,4645.04,66
1,0,4645.09,155
1,0,4651.02,202
1,0,4654.01,35
1,0,4656.03,41
1,0,4659.02,79
1,0,4663.02,23
1,0,4663.06,23
1,0,4665.02,56
1,0,4668.08,91
1,0,4672.01,24
1,0,4677.01,99
1,0,4677.06,183
1,0,4680.05,45
1,0,4683.02,133
1,0,4689.03,60
1,0,4692.01,75
1,0,4695.04,21
1,0,4697.01,30
1,0,4700.06,32
1,0,4707.03,56
1,0,4707.04,48
1,0,4710.06,136
1,0,4713.01,21
1,0,4715.01,47
1,0,4718.08,63
1,0,4721.01,19
1,0,4724.03,146
1,0,4729.01,64
1,0,4732.04,70
1,0,4732.08,97
1,0,4735.03,20
1,0,4735.16,13
1,0,4743.04,24
1,0,4748.07,119
1,0,4751.01,25
1,0,4756.04,32
1,0,4759.02,64
1,0,4762.04,117
1,0,4762.05,166
1,0,4765.07,1
1,0,4768.02,46
1,0,4775.01,29
1,0,4781.03,57
1,0,4781.05,51
1,0,4784.02,49
1,0,4789.03,254
1,0,4792.03,70
1,0,4798.02,20
1,0,4798.1,10
1,0,4801.04,76
1,0,4804.02,123
1,0,4807.02,21
1,0,4812.02,78
1,0,4812.04,123
1,0,4816.02,7
1,0,4816.05,9
1,0,4818.03,56
1,0,4821.03,96
1,0,4821.06,104
1,0,4821.1,79
1,0,4824.03,52
1,0,4829.01,44
1,0,4832.07,31
1,0,4837.03,5
1,0,4840.06,59
1,0,4843.01,55
1,0,4846.01,120
1,0,4847.03,105
1,0,4850.04,56
1,0,4853.06,26
1,0,4856.05,35
1,0,4861.05,68
1,0,4864.09,51
1,0,4873.08,37
1,0,4880.11,13
1,0,4883.03,95
1,0,4889.06,52
1,0,4890.11,17
1,0,4895.03,121
1,0,4895.09,123
1,0,4898.02,33
1,0,4903.08,44
1,0,4903.09,42
1,0,4906.07,48
1,0,4914.03,50
1,0,4920.11,20
1,0,4921.04,3
1,0,4927.04,74
1,0,4931.05,84
1,0,4936.01,219
1,0,4936.14,55
1,0,4939.07,36
1,0,4947.04,42
1,0,4953.04,117
1,0,4954.07,13
1,0,4956.02,50
1,0,4962.01,130
1,0,4962.08,107
1,0,4963.13,17
1,0,4965.01,18
1,0,4968.03,65
1,0,4971.01,30
1,0,4979.07,49
1,0,4987.06,33
1,0,4990.02,9
1,0,4993.02,117
1,0,4993.13,62
1,0,4993.15,135
1,0,4994.1,13
1,0,4996.08,37
1,0,5001.08,255
1,0,5002.09,22
1,0,5004.02,108
1,0,5010.02,28
1,0,5018.06,23
1,0,5024.09,174
1,0,5025.02,35
1,0,5027.02,33
1,0,5033.01,48
1,0,5034.03,25
1,0,5036.06,72
1,0,5043.06,14
1,0,5045.05,45
1,0,5051.01,38
1,0,5051.02,53
1,0,5059.02,59
1,0,5062.01,137
1,0,5065.04,100
1,0,5065.1,119
1,0,5065.12,151
1,0,5065.14,105
1,0,5066.03,16
1,0,5068.02,95
1,0,5073.07,2
1,0,5074.08,45
1,0,5082.08,29
1,0,5084.03,45
1,0,5090.06,12
1,0,5093.01,55
1,0,5096.11,124
1,0,5099.02,49
1,0,5099.03,15
1,0,5105.09,106
1,0,5106.04,29
1,0,5108.01,46
1,0,5114.06,151
1,0,5115.01,11
1,0,5115.05,23
1,0,5117.05,144
1,0,5123.07,16
1,0,5125.03,296
1,0,5125.07,114
1,0,5128.04,200
1,0,5137.1,159
1,0,5137.11,167
1,0,5137.13,96
1,0,5140.06,24
1,0,5145.02,165
1,0,5146.03,39
1,0,5148.03,108
1,0,5156.05,137
1,0,5159.04,153
1,0,5159.07,10
1,0,5164.04,201
1,0,5167.06,133
1,0,5170.01,35
1,0,5175.08,268
1,0,5178.06,159
1,0,5181.04,153
1,0,5184.08,301
1,0,5187.03,140
1,0,5190.07,151
1,0,5190.09,228
1,0,5198.04,110
1,0,5204.05,219
1,0,5207.01,306
1,0,5210.01,31
1,0,5216.04,83
1,0,5216.06,243
1,0,5225.02,20
1,0,5235.05,239
1,0,5238.05,187
1,0,5241.02,8
1,0,5247.1,153
1,0,5250.05,106
1,0,5259.06,91
1,0,5262.09,185
1,0,5267.08,165
1,0,5267.09,75
1,0,5270.05,261
1,0,5270.07,256
1,0,5270.08,293
1,0,5270.09,218
1,0,5273.01,5
1,0,5279.03,108
1,0,5282.02,55
1,0,5288.08,104
1,0,5288.09,134
1,0,5288.12,207
1,0,5291.05,118
1,0,5294.04,354
1,0,5297.02,239
1,0,5300.05,90
1,0,5300.06,73
1,0,5303.06,659
1,0,5303.08,484
1,0,5308.04,399
1,0,5323.05,35
1,0,5326.06,118
1,0,5329.03,451
1,0,5329.06,197
1,0,5332.1,49
1,0,5335.03,173
1,0,5335.07,119
1,0,5342.1,289
1,0,5348.02,345
1,0,5351.03,256
1,0,5354.01,12
1,0,5359.1,166
1,0,5359.11,238
1,0,5359.12,43
1,0,5362.08,26
1,0,5365.02,227
1,0,5371.07,63
1,0,5374.01,483
1,0,5379.09,214
1,0,5379.1,249
1,0,5382.06,411
1,0,5382.07,478
1,0,5391.06,189
1,0,5400.05,90
1,0,5403.04,75
1,0,5403.05,46
1,0,5406.02,259
1,0,5406.04,61
1,0,5411.07,94
1,0,5411.08,244
1,0,5414.06,318
1,0,5414.07,136
1,0,5422.04,331
1,0,5430.08,152
1,0,5433.03,53
1,0,5433.04,17
1,0,5436.09,256
1,0,5436.11,51
1,0,5442.05,104
1,0,5442.09,37
1,0,5445.02,314
1,0,5445.07,242
1,0,5450.04,102
1,0,5453.01,181
1,0,5453.05,217
1,0,5470.1,140
1,0,5470.12,218
1,0,5470.13,27
1,0,5473.03,56
1,0,5476.03,432
1,0,5481.04,79
1,0,5484.09,357
1,0,5489.03,264
1,0,5489.04,59
1,0,5492.05,527
1,0,5500.02,160
1,0,5500.07,130
1,0,5503.01,55
1,0,5506.1,147
1,0,5506.14,304
1,0,5509.02,25
1,0,5515.02,380
1,0,5515.08,135
1,0,5520.09,73
1,0,5523.02,240
1,0,5532.01,253
1,0,5539.06,77
1,0,5542.04,129
1,0,5545.01,218
1,0,5545.04,231
1,0,5550.05,157
1,0,5550.09,154
1,0,5553.03,234
1,0,5553.1,290
1,0,5561.04,288
1,0,5561.06,288
1,0,5569.06,185
1,0,5569.07,27
1,0,5575.08,54
1,0,5575.13,117
1,0,5578.02,159
1,0,5581.01,164
1,0,5584.04,254
1,0,5584.05,224
1,0,5593.01,351
1,0,5593.02,163
1,0,5593.04,380
1,0,5602.06,24
1,0,5610.09,297
1,0,5613.04,138
1,0,5616.01,252
1,0,5616.08,141
1,0,5623.03,97
1,0,5626.06,156
1,0,5626.07,444
1,0,5626.13,269
1,0,5626.15,288
1,0,5633.04,69
1,0,5636.11,235
1,0,5644.05,152
1,0,5653.12,219
1,0,5659.05,350
1,0,5659.11,279
1,0,5666.04,196
1,0,5669.1,382
1,0,5669.12,7
1,0,5679.05,272
1,0,5679.08,338
1,0,5687.04,205
1,0,5687.11,190
1,0,5696.03,288
1,0,5709.03,51
1,0,5712.03,420
1,0,5712.12,237
1,0,5721.01,156
1,0,5721.07,214
1,0,5721.14,306
1,0,5730.08,232
1,0,5736.09,324
1,0,5743.02,60
1,0,5746.02,20
1,0,5746.14,374
1,0,5752.07,180
1,0,5755.01,294
1,0,5755.09,171
1,0,5755.14,283
1,0,5763.03,431
1,0,5769.04,194
1,0,5772.05,181
1,0,5779.08,469
1,0,5779.09,564
1,0,5779.1,194
1,0,5785.05,132
1,0,5785.1,23
1,0,5788.12,124
1,0,5788.13,443
1,0,5788.15,385
1,0,5788.16,297
1,0,5794.05,83
1,0,5797.01,163
1,0,5805.05,242
1,0,5820.08,411
1,0,5826.02,99
1,0,5838.09,252
1,0,5847.01,381
1,0,5847.06,162
1,0,5847.08,109
1,0,5854.09,483
1,0,5854.1,17
1,0,5860.02,27
1,0,5863.07,378
1,0,5869.04,140
1,0,5872.1,267
1,0,5880.02,295
1,0,5886.02,375
1,0,5905.12,496
1,0,5905.14,729
1,0,5914.03,270
1,0,5914.08,321
1,0,5922.04,126
1,0,5922.07,263
1,0,5922.08,175
1,0,5929.01,363
1,0,5938.01,340
1,0,5938.11,254
1,0,5944.01,147
1,0,5947.04,245
1,0,5955.12,123
1,0,5964.01,203
1,0,5971.08,526
1,0,5977.01,123
1,0,5980.07,676
1,0,5989.02,386
1,0,5997.1,83
1,0,6004.06,588
1,0,6004.07,334
1,0,6022.04,384
1,0,6030.04,331
1,0,6030.06,285
1,0,6039.06,329
1,0,6046.02,388
1,0,6055.08,387
1,0,6064.08,457
1,0,6072.06,471
1,0,6072.11,438
1,0,6072.14,110
1,0,6079.03,316
1,0,6089.07,352
1,0,6089.08,267
1,0,6098.1,556
1,0,6115.06,180
1,0,6115.09,110
1,0,6122.09,353
1,0,6128.04,38
1,0,6131.12,178
1,0,6131.13,258
1,0,6137.04,41
1,0,6140.05,976
1,0,6148.02,281
1,0,6151.03,52
1,0,6151.05,29
1,0,6157.04,175
1,0,6164.09,250
1,0,6170.02,208
1,0,6173.08,495
1,0,6179.07,113
1,0,6182.02,407
1,0,6190.03,77
1,0,6190.08,274
1,0,6197.02,482
1,0,6197.08,707
1,0,6203.02,127
1,0,6206.08,243
1,0,6212.04,35
1,0,6212.08,50
1,0,6215.04,390
1,0,6224.03,338
1,0,6224.05,299
1,0,6227.02,57
1,0,6230.04,262
1,0,6233.05,238
1,0,6237.01,14
1,0,6239.08,278
1,0,6247.06,539
1,0,6248.06,324
1,0,6254.06,45
1,0,6257.03,464
1,0,6266.06,542
1,0,6280.12,523
1,0,6286.02,182
1,0,6289.06,340
1,0,6297.02,527
1,0,6297.07,200
1,0,6303.01,315
1,0,6306.01,510
1,0,6306.06,472
1,0,6310.06,78
1,0,6313.1,182
1,0,6319.01,45
1,0,6319.07,111
1,0,6322.01,293
1,0,6331.01,596
1,0,6345.08,345
1,0,6352.01,110
1,0,6361.03,24
1,0,6364.07,527
1,0,6364.1,624
1,0,6379.03,214
1,0,6382.05,157
1,0,6389.09,369
1,0,6395.01,47
1,0,6398.06,249
1,0,6401.01,39
1,0,6407.07,423
1,0,6416.06,331
1,0,6422.09,284
1,0,6425.04,296
1,0,6429.01,294
1,0,6432.1,267
1,0,6432.11,567
1,0,6435.02,33
1,0,6438.04,34
1,0,6441.01,211
1,0,6441.02,118
1,0,6441.06,47
1,0,6450.05,551
1,0,6450.12,626
1,0,6453.02,41
1,0,6459.04,540
1,0,6459.07,291
1,0,6462.05,50
1,0,6462.19,74
1,0,6464.08,137
1,0,6464.09,349
1,0,6471.02,91
1,0,6474.11,322
1,0,6474.12,293
1,0,6483.06,182
1,0,6486.07,22
1,0,6495.17,54
1,0,6498.09,138
1,0,6498.1,62
1,0,6505.09,82
1,0,6511.03,29
1,0,6514.08,25
1,0,6517.08,323
1,0,6520.06,11
1,0,6520.07,30
1,0,6526.05,555
1,0,6529.02,10
1,0,6532.06,161
1,0,6535.04,67
1,0,6536.02,25
1,0,6538.11,52
1,0,6541.03,195
1,0,6545.07,16
1,0,6551.02,378
1,0,6554.05,20
1,0,6560.01,432
1,0,6560.15,358
1,0,6563.12,34
1,0,6566.01,14
1,0,6569.07,255
1,0,6569.08,161
1,0,6569.09,201
1,0,6572.08,48
1,0,6575.03,232
1,0,6578.01,250
1,0,6579.03,3
1,0,6581.14,38
1,0,6584.12,358
1,0,6587.04,8
1,0,6593.15,353
1,0,6596.1,18
1,0,6599.01,31
1,0,6602.03,492
1,0,6602.05,381
1,0,6605.08,38
1,0,6608.09,175
1,0,6611.02,370
1,0,6614.01,36
1,0,6617.09,281
1,0,6621.06,7
1,0,6626.01,260
1,0,6626.11,196
1,0,6629.06,70
1,0,6638.01,59
1,0,6644.04,23
1,0,6644.07,258
1,0,6650.07,159
1,0,6650.08,211
1,0,6654.05,9
1,0,6656.05,20
1,0,6659.01,128
1,0,6659.03,234
1,0,6659.09,227
1,0,6659.1,105
1,0,6662.01,32
1,0,6662.09,16
1,0,6664.05,32
1,0,6667.04,143
1,0,6670.03,40
1,0,6676.02,330
1,0,6679.11,63
1,0,6682.03,133
1,0,6682.08,90
1,0,6688.01,57
1,0,6691.11,221
1,0,6700.14,169
1,0,6703.06,16
1,0,6708.04,239
1,0,6711.13,163
1,0,6717.06,401
1,0,6720.07,29
1,0,6723.1,190
1,0,6726.01,552
1,0,6729.02,16
1,0,6732.01,240
1,0,6735.03,24
1,0,6737.03,53
1,0,6740.01,210
1,0,6740.1,222
1,0,6743.06,27
1,0,6747.06,323
1,0,6747.07,366
1,0,6750.16,81
1,0,6753.08,440
1,0,6756.01,430
1,0,6756.05,460
1,0,6759.15,83
1,0,6762.02,346
1,0,6762.04,219
1,0,6765.01,217
1,0,6766.03,18
1,0,6774.13,21
1,0,6779.04,284
1,0,6779.05,323
1,0,6782.01,82
1,0,6789.04,101
1,0,6795.01,165
1,0,6798.01,43
1,0,6801.01,162
1,0,6804.01,9
1,0,6806.06,41
1,0,6809.09,248
1,0,6812.06,39
1,0,6814.01,75
1,0,6816.07,285
1,0,6819.15,70
1,0,6822.09,914
1,0,6824.07,314
1,0,6827.11,135
1,0,6830.02,142
1,0,6836.07,10
1,0,6839.04,92
1,0,6839.1,396
1,0,6842.02,24
1,0,6847.02,368
1,0,6850.01,115
1,0,6854.05,218
1,0,6857.09,56
1,0,6860.12,234
1,0,6865.03,48
1,0,6873.01,37
1,0,6876.04,299
1,0,6879.04,50
1,0,6887.03,55
1,0,6889.12,350
1,0,6890.01,233
1,0,6890.06,360
1,0,6893.1,97
1,0,6896.16,166
1,0,6901.01,42
1,0,6904.06,157
1,0,6907.03,10
1,0,6912.01,379
1,0,6915.02,83
1,0,6920.03,344
1,0,6923.2,193
1,0,6925.09,460
1,0,6926.01,155
1,0,6927.03,4
1,0,6929.02,26
1,0,6932.14,111
1,0,6932.15,112
1,0,6935.01,8
1,0,6937.07,47
1,0,6943.07,41
1,0,6948.1,627
1,0,6951.03,64
1,0,6953.08,293
1,0,6955.01,232
1,0,6955.05,403
1,0,6958.06,93
1,0,6960.1,126
1,0,6964.05,12
1,0,6966.04,44
1,0,6969.08,52
1,0,6981.16,21
1,0,6989.07,81
1,0,6991.12,114
1,0,6994.06,5
1,0,6996.01,36
1,0,6998.08,202
1,0,7003.03,63
1,0,7003.06,36
1,0,7009.02,34
1,0,7009.06,18
1,0,7014.12,259
1,0,7018.01,42
1,0,7020.09,547
1,0,7023.04,461
1,0,7026.08,90
1,0,7028.04,101
1,0,7032.02,2
1,0,7032.06,4
1,0,7039.03,30
1,0,7047.07,22
1,0,7049.04,201
1,0,7052.01,358
1,0,7057.07,195
1,0,7059.01,243
1,0,7059.08,487
1,0,7060.02,4
1,0,7062.07,57
1,0,7066.01,4
1,0,7068.07,12
1,0,7074.01,10
1,0,7079.06,338
1,0,7082.14,14
1,0,7084.12,237
1,0,7092.06,166
1,0,7098.05,54
1,0,7100.07,186
1,0,7111.1,31
1,0,7113.08,47
1,0,7116.04,258
1,0,7119.04,36
1,0,7121.05,218
1,0,7123.04,298
1,0,7126.01,22
1,0,7128.08,163
1,0,7137.04,23
1,0,7141.07,270
1,0,7144.01,80
1,0,7144.02,105
1,0,7146.04,171
1,0,7149.05,273
1,0,7152.1,32
1,0,7154.07,98
1,0,7159.08,37
1,0,7161.08,197
1,0,7163.07,11
1,0,7170.04,5
1,0,7175.05,570
1,0,7178.02,24
1,0,7180.02,128
1,0,7183.03,158
1,0,7186.15,34
1,0,7188.1,154
1,0,7188.13,153
1,0,7196.04,15
1,0,7202.07,23
1,0,7204.08,252
1,0,7207.08,431
1,0,7210.07,22
1,0,7212.05,396
1,0,7220.01,6
1,0,7226.03,14
1,0,7230.1,225
1,0,7233.05,30
1,0,7235.13,242
1,0,7243.04,191
1,0,7253.04,134
1,0,7260.09,421
1,0,7265.1,113
1,0,7271.01,11
1,0,7281.09,212
1,0,7284.01,30
1,0,7286.01,307
1,0,7286.02,103
1,0,7286.05,95
1,0,7288.04,148
1,0,7291.06,34
1,0,7293.1,234
1,0,7304.08,192
1,0,7311.02,465
1,0,7314.03,30
1,0,7323.09,156
1,0,7327.01,21
1,0,7338.02,181
1,0,7340.06,89
1,0,7340.07,96
1,0,7342.01,7
1,0,7344.06,118
1,0,7354.01,332
1,0,7360.1,242
1,0,7363.04,12
1,0,7365.08,118
1,0,7365.13,10
1,0,7372.1,219
1,0,7382.04,234
1,0,7386.1,130
1,0,7388.1,131
1,0,7393.09,193
1,0,7407.13,120
1,0,7409.08,176
1,0,7414.17,58
1,0,7432.04,139
1,0,7432.09,251
1,0,7436.11,115
1,0,7443.01,141
1,0,7443.17,48
1,0,7450.05,241
1,0,7453.01,206
1,0,7456.03,86
1,0,7458.03,185
1,0,7463.09,46
1,0,7484.05,202
1,0,7488.24,60
1,0,7502.01,197
1,0,7504.12,75
1,0,7504.18,100
1,0,7511.19,170
1,0,7514.01,24
1,0,7520.07,386
1,0,7522.02,168
1,0,7524.09,131
1,0,7524.16,83
1,0,7528.31,67
1,0,7538.14,239
1,0,7540.02,50
1,0,7541.01,241
1,0,7543.15,28
1,0,7563.06,74
1,0,7567.06,111
1,0,7571.01,8
1,0,7577.27,178
1,0,7579.01,74
1,0,7580.01,277
1,0,7587.14,160
1,0,7595.17,91
1,0,7596.1,100
1,0,7599.02,65
1,0,7599.09,84
1,0,7602.05,109
1,0,7606.01,120
1,0,7610.13,155
1,0,7611.02,60
1,0,7613.04,3
1,0,7617.07,248
1,0,7618.01,7
1,0,7619.05,128
1,0,7622.12,57
1,0,7623.13,97
1,0,7625.18,43
1,0,7626.02,5
1,0,7627.1,98
1,0,7631.23,194
1,0,7634.01,164
1,0,7636.05,65
1,0,7639.06,8
1,0,7640.04,77
1,0,7643.18,104
1,0,7646.04,150
1,0,7648.16,69
1,0,7650.05,128
1,0,7652.04,61
1,0,7654.04,12
1,0,7655.22,134
1,0,7657.03,9
1,0,7658.13,195
1,0,7662.13,30
1,0,7667.04,63
1,0,7669.1,10
1,0,7670.09,71
1,0,7680.03,174
1,0,7682.01,304
1,0,7685.14,99
1,0,7687.05,11
1,0,7688.12,183
1,0,7691.05,14
1,0,7692.11,154
1,0,7696.07,7
1,0,7701.21,55
1,0,7703.14,7
1,0,7704.04,111
1,0,7707.08,13
1,0,7712.04,22
1,0,7712.06,21
1,0,7713.01,124
1,0,7713.11,112
1,0,7716.19,25
1,0,7719.13,5
1,0,7720.03,61
1,0,7722.06,11
1,0,7723.01,202
1,0,7726.02,48
1,0,7727.08,88
1,0,7735.05,48
1,0,7735.23,49
1,0,7737.06,14
1,0,7738.04,250
1,0,7740.08,10
1,0,7741.01,81
1,0,7741.04,35
1,0,7744.06,43
1,0,7745.07,72
1,0,7748.02,65
1,0,7751.05,7
1,0,7753.13,80
1,0,7755.03,18
1,0,7756.1,151
1,0,7759.08,20
1,0,7767.06,7
1,0,7769.06,69
1,0,7774.02,88
1,0,7777.02,7
1,0,7781.1,12
1,0,7783.18,44
1,0,7788.13,10
1,0,7790.04,65
1,0,7793.02,13
1,0,7795.09,43
1,0,7798.02,14
1,0,7800.03,83
1,0,7803.03,15
1,0,7803.08,18
1,0,7807.04,18
1,0,7809.13,55
1,0,7812.01,6
1,0,7814.01,74
1,0,7816.14,5
1,0,7818.17,32
1,0,7820.05,5
1,0,7821.01,31
1,0,7823.03,59
1,0,7830.03,6
1,0,7832.04,59
1,0,7835.1,12
1,0,7837.3,66
1,0,7840.05,29
1,0,7840.11,22
1,0,7842.16,24
1,0,7844.05,3
1,0,7845.1,14
1,0,7849.1,9
1,0,7851.04,45
1,0,7853.01,22
1,0,7855.03,66
1,0,7858.02,8
1,0,7860.08,47
1,0,7863.03,55
1,0,7865.09,52
1,0,7867.04,2
1,0,7868.05,15
1,0,7870.02,10
1,0,7872.03,61
1,0,7876.07,48
1,0,7879.01,68
1,0,7881.09,7
1,0,7883.06,17
1,0,7883.09,2
1,0,7884.04,25
1,0,7886.02,63
1,0,7888.1,1
1,0,7891.06,13
1,0,7893.05,55
1,0,7896.11,23
1,0,7898.03,33
1,0,7901.04,15
1,0,7903.02,57
1,0,7905.05,2
1,0,7906.13,14
1,0,7909.07,6
1,0,7910.01,21
1,0,7910.1,33
1,0,7913.15,10
1,0,7915.11,62
1,0,7918.12,5
1,0,7920.01,29
1,0,7920.05,36
1,0,7925.04,9
1,0,7927.08,5
1,0,7931.05,6
1,0,7932.1,45
1,0,7935.07,13
1,0,7937.15,31
1,0,7940.02,10
1,0,7942.21,35
1,0,7944.11,12
1,0,7945.07,6
1,0,7948.1,11
1,0,7952.02,11
1,0,7954.12,59
1,0,7957.11,7
1,0,7959.18,33
1,0,7962.01,7
1,0,7966.02,4
1,0,7967.04,56
1,0,7970.05,7
1,0,7971.07,37
1,0,7974.01,11
1,0,7976.08,52
1,0,7979.01,8
1,0,7979.17,17
1,0,7981.16,32
1,0,7981.27,6
1,0,7983.04,4
1,0,7984.04,11
1,0,7987.14,4
1,0,7991.01,4
1,0,7992.04,36
1,0,7995.04,24
1,0,7997.08,44
1,0,8000.02,9
1,0,8004.03,14
1,0,8005.03,10
1,0,8005.08,20
1,0,8008.03,9
1,0,8009.05,37
1,0,8012.04,6
1,0,8013.07,48
1,0,8016.07,35
1,0,8018.04,25
